"URls","HTTP Status Code"
"https://www.washingtonpost.com/local/public-safety/missing-college-students-family-awaits-identification-of-a-body/2017/09/29/c3afe5c6-a56a-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/pb/resources/json/desktop-notifications-manifest.json","200"
"https://www.washingtonpost.com/news/politics/wp/2017/09/30/trumps-apathy-about-puerto-rico-is-reflected-in-where-hes-spending-his-weekend/","200"
"https://www.washingtonpost.com/pb/resources/img/confidential-tips-70.png?t=20170517a","200"
"https://www.washingtonpost.com/news/worldviews/wp/2017/09/30/in-indonesia-the-fake-news-that-fueled-a-cold-war-massacre-is-still-potent-five-decades-later/","200"
"https://www.washingtonpost.com/comics/","301"
"https://www.washingtonpost.com/people/ruth-marcus/","200"
"https://www.washingtonpost.com/news/food/wp/2017/09/29/jose-andres-a-naturalized-u-s-citizen-has-become-the-face-of-american-disaster-relief/","200"
"https://www.washingtonpost.com/news/post-nation/wp/2017/09/30/trump-called-san-juans-mayor-a-weak-leader-heres-what-her-leadership-looks-like/?utm_term=.f5f62a941c15","200"
"https://www.washingtonpost.com/pb/gr/c/default/r0rv8cxSGq2Kwq/css/608b8b9998.css?_=87be8","200"
"https://www.washingtonpost.com/people/amy-b-wang/","200"
"https://www.washingtonpost.com/news/comic-riffs/wp/2017/09/29/figment-a-bright-adventure-through-the-human-mind/","200"
"https://www.washingtonpost.com/news/soloish/","200"
"https://www.washingtonpost.com/local/obituaries/zuzana-ruzickova-holocaust-survivor-who-rediscovered-lifes-beauty-in-bach-dies-at-90/2017/09/28/91147490-a459-11e7-ade1-76d061d56efa_story.html","200"
"https://www.washingtonpost.com/powerpost/with-or-without-trump-gop-insurgency-plans-for-a-civil-war-in-2018-midterms/2017/09/29/11fecb6c-a47a-11e7-ade1-76d061d56efa_story.html","200"
"https://www.washingtonpost.com/pb/resources/img/washingtonpost_black_32.png","200"
"https://www.washingtonpost.com/people/avi-selk","301"
"https://www.washingtonpost.com/people/robert-costa/","200"
"https://www.washingtonpost.com/politics/lost-weekend-how-trumps-time-at-his-golf-club-hurt-the-response-to-maria/2017/09/29/ce92ed0a-a522-11e7-8c37-e1d99ad6aa22_story.html?tid=pm_pop","200"
"https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/09/29/its-like-gumby-joined-a-utopian-cult-and-created-the-seasons-most-magical-fashion/","200"
"https://www.washingtonpost.com/entertainment/tv/","200"
